1,1,1,0,1,1,0,1,1,0,
1,2,2,1,2,2,2,1,1,0,
0,1,5,5,3,5,5,3,2,0,
0,2,4,6,6,6,2,5,1,0,
1,2,4,6,5,5,2,2,1,1,
0,1,6,4,5,4,3,6,1,0,
0,2,5,2,4,4,6,4,1,1,
0,2,2,4,4,2,3,6,2,1,
0,2,2,2,2,2,2,1,2,1,
1,1,1,1,1,1,1,0,1,1,
